"CUSTOMER_ID","CONTACT_LAST_NAME","CONTACT_FIRST_NAME","STATE","AGE","MARITAL_STATUS","GENDER","NUMBER_OF_DEPENDENTS","ASSIGNED_RISK_PROFILE_ID","ASSIGNED_RISK_PROFILE","TOTAL_ASSETS"
994,"Mccarthy","Jada","California",34,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",2459015
998,"Noel","Gannon","Nevada",34,"Married","Male",3,4,"ABOVE AVG TOLERANCE",1759504.13
1007,"Cash","Trevor","Minnesota",34,"Single","",3,3,"AVERAGE TOLERANCE",5838537.69
1011,"Silva","Andrew","California",34,"Single","",3,4,"ABOVE AVG TOLERANCE",6272936.28
1025,"Larson","Steven","Indiana",34,"Married","Female",2,2,"BELOW AVG TOLERANCE",7887963.6
1029,"Parks","Judith","Delaware",34,"","Female",2,4,"ABOVE AVG TOLERANCE",8513454.48
1031,"Santana","Kevin","Texas",34,"Married","Female",2,3,"AVERAGE TOLERANCE",10294230.38
1041,"Hancock","Jin","Massachusetts",34,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",3555249.32
1165,"Lindsey","William","Michigan",35,"","Female",4,4,"ABOVE AVG TOLERANCE",5004220.44
1176,"Duncan","Dennis","Florida",35,"Single","Male",4,4,"ABOVE AVG TOLERANCE",4493647.44
1183,"Logan","Cairo","Florida",35,"Married","Male",4,3,"AVERAGE TOLERANCE",3706837.25
1187,"Mosley","Holmes","Florida",35,"Married","Male",4,3,"AVERAGE TOLERANCE",3607052.92
1188,"Orr","Basil","Maryland",35,"Married","Male",4,3,"AVERAGE TOLERANCE",7107626.98
1203,"Bradley","Ignatius","Florida",35,"Married","Male",3,3,"AVERAGE TOLERANCE",7911177.04
1257,"Gates","Blythe","Kentucky",35,"Single","Male",2,4,"ABOVE AVG TOLERANCE",5004440.21
1259,"Macias","Baker","Delaware",35,"Single","Male",2,4,"ABOVE AVG TOLERANCE",2230809.84
1269,"Ellison","Dalton","Florida",35,"Married","",2,3,"AVERAGE TOLERANCE",4294176
1393,"Kirk","Charity","Maryland",36,"Single","",5,3,"AVERAGE TOLERANCE",4008600.99
1394,"Powers","Alea","Michigan",36,"Single","",5,3,"AVERAGE TOLERANCE",6365006.46
1404,"Grant","Maryam","Ohio",36,"Married","Female",4,3,"AVERAGE TOLERANCE",8730073.29
1415,"Burt","Eliana","Wyoming",36,"Married","Male",4,3,"AVERAGE TOLERANCE",8169866.88
1427,"Cantrell","Tanisha","Nevada",36,"Single","Male",3,4,"ABOVE AVG TOLERANCE",2576372.54
1449,"Lester","Dennis","Florida",36,"","Male",3,4,"ABOVE AVG TOLERANCE",3673666.32
1484,"Dominguez","Brenden","Washington",36,"Married","Male",2,3,"AVERAGE TOLERANCE",4347153.22
1485,"Duran","Scott","Washington",36,"Single","Male",2,4,"ABOVE AVG TOLERANCE",3957308.87
1491,"Lopez","Moses","Nevada",36,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",2034828.88
1493,"Mckinney","Shafira","Maryland",36,"Married","Male",2,3,"AVERAGE TOLERANCE",8291208.77
1500,"Tanner","Boris","Massachusetts",36,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",3619136.48
1501,"Wagner","Azalia","California",36,"Married","Male",2,3,"AVERAGE TOLERANCE",5044021.15
1607,"Michael","Hannah","California",37,"Divorced","Male",5,4,"ABOVE AVG TOLERANCE",2514096.08
1608,"Morin","Prescott","Michigan",37,"Divorced","Male",5,4,"ABOVE AVG TOLERANCE",2671113.56
1622,"Woods","Jelani","Montana",37,"Divorced","Male",5,4,"ABOVE AVG TOLERANCE",1984276.72
1623,"Bowen","Aline","Alaska",37,"Single","",5,3,"AVERAGE TOLERANCE",6016699.89
1624,"Cantrell","Yeo","Florida",37,"Married","",5,2,"BELOW AVG TOLERANCE",4172882.52
2287,"Townsend","Peter","Texas",40,"Married","Male",5,3,"AVERAGE TOLERANCE",3042327.13
2308,"Barber","Cole","Massachusetts",40,"Married","Male",4,3,"AVERAGE TOLERANCE",6272014.2
2322,"Livingston","Luke","California",40,"Married","Male",4,2,"BELOW AVG TOLERANCE",9871570.79
2335,"Buck","Remedios","Florida",40,"Married","Male",3,2,"BELOW AVG TOLERANCE",5924509.21
2365,"Adams","Hollee","Florida",40,"Single","",3,4,"ABOVE AVG TOLERANCE",3841873.5
2369,"Delgado","Eaton","Virginia",40,"Married","Female",2,2,"BELOW AVG TOLERANCE",7396753.32
2386,"Beach","Bo","Colorado",40,"Married","Male",2,3,"AVERAGE TOLERANCE",5360677.45
2400,"Robles","Aurora","Florida",40,"Single","",2,4,"ABOVE AVG TOLERANCE",3028497.41
2482,"Mack","Camden","Florida",41,"Single","Male",5,3,"AVERAGE TOLERANCE",3826402.5
2490,"Wiley","Hedley","Maryland",41,"Married","",5,2,"BELOW AVG TOLERANCE",10046920.37
2495,"Kane","Cedric","Ohio",41,"Married","Female",4,3,"AVERAGE TOLERANCE",7849821.35
2504,"Hopper","Hedley","California",41,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",3146818.13
2508,"Oconnor","Mariko","Nevada",41,"Married","Male",4,4,"ABOVE AVG TOLERANCE",5437464.59
2543,"Noel","Clinton","Kansas",41,"Married","Male",3,4,"ABOVE AVG TOLERANCE",4627272.36
2546,"Snow","Colby","California",41,"Married","Male",3,3,"AVERAGE TOLERANCE",2553181.7
2562,"Odonnell","Iris","Nevada",41,"","Female",2,4,"ABOVE AVG TOLERANCE",8712141.38
2569,"Duncan","Sade","Florida",41,"Married","Male",2,3,"AVERAGE TOLERANCE",6504818.38
2575,"Melton","Eagan","Indiana",41,"","Male",2,4,"ABOVE AVG TOLERANCE",4536402.99
2581,"West","Lilah","Michigan",41,"Single","Male",2,4,"ABOVE AVG TOLERANCE",5605459.36
2679,"Richards","Amity","Georgia",42,"Married","Male",5,3,"AVERAGE TOLERANCE",5961024.44
2682,"Bartlett","Allegra","Kentucky",42,"Married","",5,4,"ABOVE AVG TOLERANCE",8090796.52
2693,"Hurley","Orli","Illinois",42,"","Female",4,3,"AVERAGE TOLERANCE",12111175.82
2699,"Singleton","Cameran","Pennsylvania",42,"Married","Female",4,2,"BELOW AVG TOLERANCE",9800183.12
2701,"Strong","Ronan","California",42,"Married","Female",4,3,"AVERAGE TOLERANCE",9144669.44
2703,"Ayers","Maxwell","Massachusetts",42,"","Male",4,5,"HIGH RISK",4738794.45
2704,"Blevins","Lunea","California",42,"","Male",4,4,"ABOVE AVG TOLERANCE",3922318.39
2756,"Rosario","Sybil","Ohio",42,"","Male",3,3,"AVERAGE TOLERANCE",6788604.6
2763,"Buckner","Hiroko","Florida",42,"Married","Male",2,2,"BELOW AVG TOLERANCE",4950188.18
2764,"Calhoun","Bert","Delaware",42,"","Male",2,4,"ABOVE AVG TOLERANCE",5784398.23
2772,"Nelson","Eliana","California",42,"Married","Female",2,3,"AVERAGE TOLERANCE",7802453.88
2774,"Peterson","Veda","Pennsylvania",42,"Single","Female",2,3,"AVERAGE TOLERANCE",5228217.05
2777,"Calhoun","Leroy","Maine",42,"Married","Male",2,2,"BELOW AVG TOLERANCE",5816698.79
2790,"Waller","Paki","Connecticut",42,"Single","",2,3,"AVERAGE TOLERANCE",5496364.27
2885,"Hines","Myles","Maine",43,"Divorced","Male",5,4,"ABOVE AVG TOLERANCE",2565794.65
2897,"Mckay","Lee","Florida",43,"Single","",5,3,"AVERAGE TOLERANCE",5352563.61
2906,"Martinez","Lara","California",43,"Married","Female",4,2,"BELOW AVG TOLERANCE",9099204.52
2908,"Reilly","Elijah","Michigan",43,"","Female",4,3,"AVERAGE TOLERANCE",9869346.56
2911,"Austin","Jemima","Connecticut",43,"Married","Male",4,3,"AVERAGE TOLERANCE",3751428.59
2918,"Ellison","Ian","California",43,"Divorced","Male",4,5,"HIGH RISK",1584346.37
3586,"Navarro","Eliana","Florida",46,"","Female",4,4,"ABOVE AVG TOLERANCE",4487727.3
3588,"Schwartz","Lacy","Indiana",46,"","Female",4,1,"LOW-RISK",6424765.91
3597,"Henson","Clark","Georgia",46,"Married","Male",4,3,"AVERAGE TOLERANCE",6162606.92
3600,"Moses","Emmanuel","Florida",46,"Single","Male",4,4,"ABOVE AVG TOLERANCE",6094964.7
3607,"Bruce","Brendan","Maryland",46,"","Male",3,4,"ABOVE AVG TOLERANCE",3225379.44
3637,"Sharp","Phyllis","Pennsylvania",46,"Married","Male",3,3,"AVERAGE TOLERANCE",6466425.93
3646,"Carver","Libby","Florida",46,"","Male",2,4,"ABOVE AVG TOLERANCE",4131904.91
3669,"Rosa","Dillon","Maine",46,"Single","Male",2,4,"ABOVE AVG TOLERANCE",3464173.39
3670,"Rutledge","Dominique","Massachusetts",46,"Married","Male",2,3,"AVERAGE TOLERANCE",6383767.74
3776,"Landry","Constance","Florida",47,"Married","Male",5,2,"BELOW AVG TOLERANCE",7277126.54
3785,"Garza","Rafael","Wisconsin",47,"Single","",5,4,"ABOVE AVG TOLERANCE",2120352.39
3786,"Kane","Elaine","Florida",47,"Single","",5,4,"ABOVE AVG TOLERANCE",4993066.99
3816,"Morrison","Dorian","Maryland",47,"Single","Male",4,4,"ABOVE AVG TOLERANCE",6216301.79
3841,"Joyce","Bianca","Indiana",47,"Married","Male",3,3,"AVERAGE TOLERANCE",3319855.85
3842,"Love","Buckminster","Florida",47,"Married","Male",3,4,"ABOVE AVG TOLERANCE",8299567.17
3845,"Olson","Maya","Maine",47,"Married","Male",3,3,"AVERAGE TOLERANCE",5299933.89
3851,"Hampton","Ruby","Maryland",47,"Single","",3,3,"AVERAGE TOLERANCE",3722627.51
3860,"Glass","Shelly","California",47,"Married","Female",2,3,"AVERAGE TOLERANCE",9684140.56
3868,"Wilder","Hakeem","California",47,"","Female",2,3,"AVERAGE TOLERANCE",6318847.53
3877,"Keller","Keith","Florida",47,"Married","Male",2,3,"AVERAGE TOLERANCE",1802820.73
3884,"Sandoval","Hannah","Massachusetts",47,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",1679663.44
3985,"Graham","Calvin","Ohio",48,"Single","",5,2,"BELOW AVG TOLERANCE",6518154.47
3989,"Wolf","Myra","Maryland",48,"Married","",5,2,"BELOW AVG TOLERANCE",3561680.36
4006,"Andrews","Cade","Florida",48,"Married","Male",4,2,"BELOW AVG TOLERANCE",2104012.21
4064,"Cohen","Jescie","Virginia",48,"Married","Male",2,3,"AVERAGE TOLERANCE",5107658.05
4079,"Dawson","Barry","Florida",48,"Married","Male",2,3,"AVERAGE TOLERANCE",9271755.08
4090,"Velasquez","Gannon","Florida",48,"Divorced","Male",2,3,"AVERAGE TOLERANCE",2500020.62
4174,"Strong","Richard","Wyoming",49,"Married","Male",5,3,"AVERAGE TOLERANCE",9010834.16
4188,"Parrish","Meredith","Pennsylvania",49,"Married","Female",4,2,"BELOW AVG TOLERANCE",13230070.92
4192,"Ayala","Quail","Virginia",49,"Married","Male",4,3,"AVERAGE TOLERANCE",5655127.11
4196,"Mendez","Ray","Oklahoma",49,"Single","Male",4,4,"ABOVE AVG TOLERANCE",4880209.36
2919,"Fleming","Maite","Florida",43,"Single","Male",4,4,"ABOVE AVG TOLERANCE",6413091.86
2923,"Hawkins","Mia","Washington",43,"Married","Male",4,4,"ABOVE AVG TOLERANCE",4040340.47
2964,"Mcdaniel","Colorado","Virginia",43,"Married","Male",3,3,"AVERAGE TOLERANCE",7925734.83
2965,"Mcfadden","Christine","Pennsylvania",43,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",2913943.74
2967,"Meadows","Clio","Florida",43,"Married","Male",3,3,"AVERAGE TOLERANCE",7786698.38
2980,"Foreman","Karyn","Florida",43,"Married","Female",2,3,"AVERAGE TOLERANCE",7654599.06
2990,"Whitley","Sylvia","Florida",43,"Married","Female",2,3,"AVERAGE TOLERANCE",4656748.39
2994,"Drake","Kirk","Virginia",43,"Married","Male",2,3,"AVERAGE TOLERANCE",7977311.56
2996,"Mcmillan","Olivia","Texas",43,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",1972821.83
3151,"Cooley","Fletcher","Texas",44,"","Male",4,4,"ABOVE AVG TOLERANCE",4946009.65
3157,"Mitchell","Aristotle","Colorado",44,"Divorced","Male",4,3,"AVERAGE TOLERANCE",1512835.72
3168,"Rice","Drake","Minnesota",44,"Single","",4,3,"AVERAGE TOLERANCE",4869418.26
3186,"Jordan","Haley","California",44,"Married","Male",3,3,"AVERAGE TOLERANCE",5348851.62
3188,"Kelley","Britanni","Maine",44,"Married","Male",3,2,"BELOW AVG TOLERANCE",4671709.06
3196,"Pierce","Zelda","Florida",44,"Married","Male",3,3,"AVERAGE TOLERANCE",6456500.59
3205,"Bennett","Chiquita","Texas",44,"Married","Male",2,4,"ABOVE AVG TOLERANCE",6429409.11
3208,"Garcia","Quinn","Michigan",44,"Married","Female",2,3,"AVERAGE TOLERANCE",9956655.72
3241,"Chan","Odysseus","California",44,"Married","",2,3,"AVERAGE TOLERANCE",7885521.59
3345,"Lucas","Nevada","Indiana",45,"Divorced","Male",5,4,"ABOVE AVG TOLERANCE",1677761.58
3351,"Warren","Zelda","Connecticut",45,"Married","Male",5,2,"BELOW AVG TOLERANCE",2235905.97
3363,"Mathis","Geraldine","Georgia",45,"Married","Female",4,3,"AVERAGE TOLERANCE",9309009.44
3376,"Greene","Akeem","Minnesota",45,"Single","Male",4,4,"ABOVE AVG TOLERANCE",5274620.05
3379,"Holden","Dylan","Texas",45,"Married","Male",4,3,"AVERAGE TOLERANCE",5143230.57
3400,"Cooper","Dolan","Washington",45,"","Male",3,4,"ABOVE AVG TOLERANCE",1533956.6
3401,"Davidson","Nerea","Michigan",45,"Married","Female",3,3,"AVERAGE TOLERANCE",9235028.4
3418,"Jimenez","Macey","Virginia",45,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",1093427.94
3424,"Ray","Rebecca","Massachusetts",45,"Married","Male",3,3,"AVERAGE TOLERANCE",3125589.35
3439,"Rivers","Imelda","Maryland",45,"Single","Female",2,3,"AVERAGE TOLERANCE",5260138.01
3453,"Mathis","George","Kentucky",45,"Married","Male",2,3,"AVERAGE TOLERANCE",5347620.12
3460,"Terry","Savannah","Georgia",45,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",1494128.24
1642,"Rosales","Keiko","Florida",37,"Married","Female",4,2,"BELOW AVG TOLERANCE",6752969
1650,"Franco","Justin","Indiana",37,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",1890162.48
1654,"Mcmahon","Phelan","Nevada",37,"","Male",4,4,"ABOVE AVG TOLERANCE",4948992.96
1686,"Henderson","Finn","Wyoming",37,"Single","Male",3,4,"ABOVE AVG TOLERANCE",5322929.11
1689,"Pope","Dale","Texas",37,"Married","Male",3,3,"AVERAGE TOLERANCE",5369810.01
1701,"Conway","Mercedes","Georgia",37,"Married","Male",2,3,"AVERAGE TOLERANCE",3051841.35
1705,"Flowers","Ryan","California",37,"Married","Female",2,3,"AVERAGE TOLERANCE",7057581.56
1723,"Farrell","Kennedy","California",37,"Married","Male",2,3,"AVERAGE TOLERANCE",1807540.03
1834,"Salazar","Erasmus","Colorado",38,"Single","Male",5,4,"ABOVE AVG TOLERANCE",3805837.64
1840,"Reid","Merrill","Minnesota",38,"Single","",5,4,"ABOVE AVG TOLERANCE",4647639.15
1858,"Sheppard","Alisa","Pennsylvania",38,"Married","Female",4,3,"AVERAGE TOLERANCE",4037578.56
1874,"Jones","Charles","Minnesota",38,"Married","Male",4,3,"AVERAGE TOLERANCE",7511378.39
1909,"Robinson","Yardley","Georgia",38,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",2037702.84
1911,"Sanders","Sean","Pennsylvania",38,"","Male",3,4,"ABOVE AVG TOLERANCE",4863080.88
1928,"Gonzales","Emma","Washington",38,"","Female",2,4,"ABOVE AVG TOLERANCE",7532953.8
1930,"Hatfield","Hannah","Florida",38,"Married","Female",2,3,"AVERAGE TOLERANCE",9298352.16
1934,"King","Timon","Georgia",38,"Married","Female",2,4,"ABOVE AVG TOLERANCE",8876657.53
1949,"Crane","Oprah","Florida",38,"Married","Male",2,3,"AVERAGE TOLERANCE",4669076.84
1950,"Dillard","Oliver","Massachusetts",38,"Married","Male",2,4,"ABOVE AVG TOLERANCE",3016460.54
1955,"Lucas","Chanda","Florida",38,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",1257455.2
1959,"Murray","Elaine","Maryland",38,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",2130357.36
1966,"Watts","Karly","Indiana",38,"","Male",2,4,"ABOVE AVG TOLERANCE",4301893.76
1968,"Noble","Gemma","Washington",38,"Single","",2,4,"ABOVE AVG TOLERANCE",4755997.53
1970,"Rich","Florence","Maryland",38,"Single","",2,4,"ABOVE AVG TOLERANCE",5017088.07
2089,"Norman","Amir","Michigan",39,"Single","Male",5,4,"ABOVE AVG TOLERANCE",5002687.94
2165,"Dominguez","Abel","Florida",39,"Single","Female",2,4,"ABOVE AVG TOLERANCE",6441595.62
2175,"Vega","Quintessa","Texas",39,"Married","Female",2,3,"AVERAGE TOLERANCE",7335893.67
2182,"Leonard","Candace","Florida",39,"","Male",2,4,"ABOVE AVG TOLERANCE",2788738.88
2193,"Ware","Whoopi","Florida",39,"Single","",2,3,"AVERAGE TOLERANCE",4679069.04
5506,"Swanson","Adrienne","California",55,"Married","Male",3,3,"AVERAGE TOLERANCE",8117201.2
5507,"Travis","Ariel","Florida",55,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",2970014.06
5508,"Valencia","Merritt","Washington",55,"Married","Male",3,3,"AVERAGE TOLERANCE",6441197.99
5512,"Wolfe","Tana","Washington",55,"Single","",3,3,"AVERAGE TOLERANCE",6154131.15
5523,"Baldwin","Forrest","Nevada",55,"Married","Male",2,3,"AVERAGE TOLERANCE",9568647.49
5529,"Craft","Adara","Maryland",55,"Married","Male",2,2,"BELOW AVG TOLERANCE",6467384.79
5534,"Leach","Forrest","Nevada",55,"Divorced","Male",2,3,"AVERAGE TOLERANCE",2650919.18
4242,"Conway","Cleo","Massachusetts",49,"Married","Male",2,3,"AVERAGE TOLERANCE",6658988.37
4245,"Gonzalez","Jonas","California",49,"Married","Female",2,2,"BELOW AVG TOLERANCE",7430215.8
4255,"Sykes","Kaseem","California",49,"Married","Female",2,3,"AVERAGE TOLERANCE",6619669.38
4256,"Tillman","Susan","Ohio",49,"Married","Female",2,3,"AVERAGE TOLERANCE",6888665.21
4270,"Moses","Lev","California",49,"","Male",2,2,"BELOW AVG TOLERANCE",6000014.68
4372,"Hull","Martena","Florida",50,"Divorced","Male",5,4,"ABOVE AVG TOLERANCE",3732991.63
4383,"Roberson","Zenia","Illinois",50,"Single","",5,1,"LOW-RISK",6233427.57
4394,"Jordan","Stacy","Maryland",50,"Married","Female",4,3,"AVERAGE TOLERANCE",12488238.55
4400,"Rivers","Faith","Colorado",50,"","Female",4,4,"ABOVE AVG TOLERANCE",5163186.53
4413,"Livingston","Lareina","California",50,"","Male",4,4,"ABOVE AVG TOLERANCE",4572617.66
4426,"Steele","Steel","Florida",50,"Single","",4,3,"AVERAGE TOLERANCE",6258801.54
4427,"Vaughan","Julie","Louisiana",50,"Married","",4,3,"AVERAGE TOLERANCE",7861049.28
4478,"Blair","Nola","Michigan",50,"Married","Male",2,4,"ABOVE AVG TOLERANCE",3419374
4485,"Fischer","Jael","Florida",50,"Married","Male",2,3,"AVERAGE TOLERANCE",6160624.47
4497,"Peck","Ross","Florida",50,"","Male",2,2,"BELOW AVG TOLERANCE",6551088.67
4499,"Pugh","Chava","Virginia",50,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",1810453.97
4504,"Short","Cally","Maryland",50,"","Male",2,4,"ABOVE AVG TOLERANCE",3249214.38
4505,"Vazquez","McKenzie","Kentucky",50,"Married","Male",2,3,"AVERAGE TOLERANCE",7714858.99
4650,"Ruiz","Jonas","Florida",51,"Married","",4,4,"ABOVE AVG TOLERANCE",5596772.54
4653,"Carroll","Joshua","California",51,"Married","Male",3,3,"AVERAGE TOLERANCE",9775458.56
4675,"Lawson","Gavin","Kentucky",51,"","Male",3,4,"ABOVE AVG TOLERANCE",3186628.61
4685,"Wyatt","Fredericka","Illinois",51,"Married","Male",3,3,"AVERAGE TOLERANCE",5339249.17
4691,"Allen","Karly","California",51,"Married","Male",2,4,"ABOVE AVG TOLERANCE",5166002.53
4698,"French","Acton","Maine",51,"","Female",2,3,"AVERAGE TOLERANCE",5034247.05
4701,"Kidd","Theodore","California",51,"Married","Female",2,3,"AVERAGE TOLERANCE",7606440.18
4705,"Oneill","Dana","Ohio",51,"","Female",2,3,"AVERAGE TOLERANCE",9120102.34
4710,"Ayala","Quail","Ohio",51,"Divorced","Male",2,3,"AVERAGE TOLERANCE",1566085.24
4829,"Mcclain","Warren","Oregon",52,"Married","Male",5,3,"AVERAGE TOLERANCE",7529215.22
4859,"Murphy","Leilani","Minnesota",52,"","Female",4,2,"BELOW AVG TOLERANCE",11231964.56
4862,"Allen","Dale","Oklahoma",52,"Single","Male",4,4,"ABOVE AVG TOLERANCE",6159109.28
4863,"Anderson","Xaviera","Delaware",52,"Married","Male",4,3,"AVERAGE TOLERANCE",6842920.67
4875,"Nichols","Beatrice","California",52,"Single","Male",4,3,"AVERAGE TOLERANCE",2370642.35
4885,"Brennan","Judah","Massachusetts",52,"Married","Male",3,3,"AVERAGE TOLERANCE",9860334.45
4888,"Doyle","Cole","Oklahoma",52,"Married","Female",3,3,"AVERAGE TOLERANCE",6641187.66
4901,"Hogan","Kyra","Nebraska",52,"Married","Male",3,3,"AVERAGE TOLERANCE",5635240.71
4910,"Carey","Ariel","Maryland",52,"Single","",3,4,"ABOVE AVG TOLERANCE",3519792.24
4913,"Carpenter","Abbot","Georgia",52,"Married","Male",2,3,"AVERAGE TOLERANCE",7474727.58
5033,"Mcclure","Palmer","California",53,"Married","Male",5,3,"AVERAGE TOLERANCE",6729706.25
5040,"Fulton","Allistair","Oregon",53,"Single","",5,4,"ABOVE AVG TOLERANCE",4123598.65
5051,"James","Cameran","Michigan",53,"","Female",4,3,"AVERAGE TOLERANCE",11866595.91
5063,"Whitaker","Rafael","Florida",53,"Married","Female",4,3,"AVERAGE TOLERANCE",9030681.28
5067,"Brock","Angelica","Colorado",53,"","Male",4,4,"ABOVE AVG TOLERANCE",2404616.94
5074,"Holt","Plato","Georgia",53,"Single","Male",4,5,"HIGH RISK",6433681.4
5090,"Clemons","Miranda","Florida",53,"Married","Male",3,4,"ABOVE AVG TOLERANCE",5324192.06
5109,"Miranda","Orson","Virginia",53,"Married","Male",3,3,"AVERAGE TOLERANCE",4528644.01
5111,"Parsons","James","Pennsylvania",53,"Married","Male",3,2,"BELOW AVG TOLERANCE",4382980.55
5114,"Tanner","Ria","Virginia",53,"Single","Male",3,5,"HIGH RISK",5850966.45
5115,"Todd","Maite","Georgia",53,"Married","Male",3,4,"ABOVE AVG TOLERANCE",5684699.05
5121,"Cherry","Chase","Florida",53,"Married","Male",2,3,"AVERAGE TOLERANCE",6120598.35
5125,"Kemp","Diana","Florida",53,"","Female",2,4,"ABOVE AVG TOLERANCE",11733657.12
5136,"Benjamin","Desirae","Florida",53,"Married","Male",2,3,"AVERAGE TOLERANCE",5079399.22
5141,"Logan","Sandra","California",53,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",2745494.31
5150,"Wolf","Jackson","Kentucky",53,"Married","Male",2,2,"BELOW AVG TOLERANCE",7254417.14
5258,"Melton","Cheryl","California",54,"","Male",5,3,"AVERAGE TOLERANCE",3747058.47
5274,"Herman","Nolan","Massachusetts",54,"Married","Female",4,3,"AVERAGE TOLERANCE",3214752.88
5277,"Rodgers","Gannon","Maryland",54,"Married","Female",4,2,"BELOW AVG TOLERANCE",13401580.9
5284,"Case","Salvador","California",54,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",1394074.71
5287,"Hale","Lacey","Florida",54,"Married","Male",4,2,"BELOW AVG TOLERANCE",9196444.23
5291,"Mcmahon","Britanni","Maryland",54,"Divorced","Male",4,3,"AVERAGE TOLERANCE",2527056.14
5299,"Clay","Geoffrey","Ohio",54,"","Male",3,4,"ABOVE AVG TOLERANCE",6242001.31
5313,"Huff","Melinda","Florida",54,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",2977263.12
5315,"Nguyen","Abraham","Maine",54,"Married","Male",3,3,"AVERAGE TOLERANCE",10383670.54
5316,"Pace","Chanda","Colorado",54,"Divorced","Male",3,3,"AVERAGE TOLERANCE",2978039.27
5322,"Mejia","Timothy","Florida",54,"Single","",3,5,"HIGH RISK",4426458.4
5324,"Riggs","Lawrence","Nevada",54,"Single","",3,4,"ABOVE AVG TOLERANCE",5478661.05
5332,"Peters","Winter","Delaware",54,"","Female",2,3,"AVERAGE TOLERANCE",5113663.92
5348,"Riley","Porter","Massachusetts",54,"Married","Male",2,3,"AVERAGE TOLERANCE",6341953.2
5350,"Talley","Noel","Alaska",54,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",2829217.69
5352,"Burns","Lois","Florida",54,"Single","",2,2,"BELOW AVG TOLERANCE",6712676.29
5354,"Winters","Nigel","Florida",54,"Married","",2,2,"BELOW AVG TOLERANCE",10729747.58
5435,"Pacheco","Anjolie","Connecticut",55,"Divorced","Male",5,3,"AVERAGE TOLERANCE",1057204.75
5438,"Pope","Portia","Florida",55,"Married","Male",5,3,"AVERAGE TOLERANCE",9446306.81
5453,"Holt","Anne","Pennsylvania",55,"Married","Female",4,3,"AVERAGE TOLERANCE",9702615.28
5465,"Kent","Angelica","Missouri",55,"Single","Male",4,3,"AVERAGE TOLERANCE",5138251.55
5479,"Olson","Fleur","Texas",55,"Single","",4,3,"AVERAGE TOLERANCE",3118155.8
5502,"Parsons","Liberty","Florida",55,"","Male",3,4,"ABOVE AVG TOLERANCE",5793630.71
918,"Navarro","Jack","Maryland",34,"Married","Male",5,3,"AVERAGE TOLERANCE",8131045.63
941,"Newman","Whitney","Colorado",34,"Married","Female",4,3,"AVERAGE TOLERANCE",4846498.42
942,"Noble","Dorian","Kentucky",34,"Married","Female",4,3,"AVERAGE TOLERANCE",7486132.75
955,"Foster","Amela","Ohio",34,"Single","Male",4,4,"ABOVE AVG TOLERANCE",3481339.04
967,"Whitehead","Allistair","Illinois",34,"Single","",4,4,"ABOVE AVG TOLERANCE",3998023.02
971,"Contreras","Catherine","California",34,"Married","Male",3,3,"AVERAGE TOLERANCE",3298595.9
995,"Mcclain","Aiko","Florida",34,"Single","Male",3,4,"ABOVE AVG TOLERANCE",3495188.17
1004,"Ware","Beatrice","Michigan",34,"Married","Male",3,3,"AVERAGE TOLERANCE",6371246.88
1009,"Hammond","Lane","Florida",34,"Single","",3,3,"AVERAGE TOLERANCE",4344727.41
1022,"Grant","Victoria","Kentucky",34,"Married","Female",2,3,"AVERAGE TOLERANCE",8730975.88
1024,"Kerr","Freya","Illinois",34,"Single","Female",2,4,"ABOVE AVG TOLERANCE",5106422.08
1026,"Newman","William","Pennsylvania",34,"Married","Female",2,3,"AVERAGE TOLERANCE",8830559.96
1028,"Nieves","Darryl","Delaware",34,"","Female",2,3,"AVERAGE TOLERANCE",10462403.88
1030,"Rosales","Ulla","Ohio",34,"Married","Female",2,3,"AVERAGE TOLERANCE",7017696.72
1032,"Sherman","Adara","Indiana",34,"Married","Female",2,2,"BELOW AVG TOLERANCE",8243254.37
1047,"Juarez","Stuart","Arizona",34,"Married","",2,3,"AVERAGE TOLERANCE",7512641.28
1143,"Oneill","Lana","California",35,"Divorced","Male",5,4,"ABOVE AVG TOLERANCE",1867085.64
1148,"Rosales","Darrel","Oregon",35,"Married","Male",5,3,"AVERAGE TOLERANCE",5216308.04
